,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_spent,geolocation_lat,geolocation_lng,spent_rate
7250,698b9fba35afa2346c8e579695ca2151,60511,fortaleza,CE,330.0,-3.7500597782857055,-38.58155387289598,high
26808,62e88325e64180a4f29aeda939bd23ae,6210,osasco,SP,144.99,-23.53249257893793,-46.76495582794104,high
5037,4857d6cf05554302bd9d6cb82b60739e,22011,rio de janeiro,RJ,399.99,-22.962511351924544,-43.17640771510184,high
9426,852a6bc8e0dba0bfcf6b54ba069866e2,89460,canoinhas,SC,287.0,-26.16862248406491,-50.392861528512256,high
11403,d9e70253fef7eec066292fbedde566e4,35400,ouro preto,MG,249.99,-20.38523748903572,-43.50551302553521,high
31102,1b20beda060687190d970f8dda262432,29645,santa maria de jetiba,ES,129.9,-20.026829505872037,-40.74280786938749,high
20312,c0fb0b88dcb0cbfdcde0288056d0a534,13211,jundiai,SP,174.0,-23.179889672043977,-46.928510109318665,high
20199,ec18492c03b697f38b02e5c6a73a48f4,78525,matupa,MT,174.9,-10.176144128645706,-54.93721743519397,high
19718,6d010016ac86b19d9b3a6829cd9e7f03,22770,rio de janeiro,RJ,179.0,-22.93862838995325,-43.36065293880199,high
7941,012b41c1dae00a092474ca48dc764a00,38600,paracatu,MG,318.0,-17.211337793818256,-46.886436092783214,high
19305,8070db3b8885dcc18e798b4ab9da2050,31630,belo horizonte,MG,179.8,-19.794375502914196,-43.95435377601137,high
16747,f036511a6eb7985fa68738141ff070ff,35400,ouro preto,MG,198.0,-20.38523748903572,-43.50551302553521,high
23869,605867eafbc459cd824a6cffa8f4042a,3113,sao paulo,SP,154.9,-23.560092220093484,-46.60333586135961,high
31737,74960d21c8da9a825f5f24d81fdc7d7d,1238,sao paulo,SP,128.9,-23.54195269441404,-46.65931762155928,high
6818,e27c7b98daeb9621a43bc47e5e315f31,37564,borda da mata,MG,349.0,-22.264093569966427,-46.15856420525942,high
28042,fde65d7bb1b30a86cc5cc0399b77e6b0,7011,guarulhos,SP,139.9,-23.469772924231048,-46.53254627185643,high
16767,f8c7bdb2c23d2bc05cf1594ef8dfcde8,22783,rio de janeiro,RJ,198.0,-22.99280667740874,-43.44828652055829,high
14410,8e5611044eee2a2bc452010de22fa131,33825,ribeirao das neves,MG,215.0,-19.78136498344216,-44.0673669708198,high
17414,94e8e9f7feacb6478fa2b9c6b3293749,9181,santo andre,SP,190.0,-23.687604648912163,-46.526392163742905,high
31405,fc0a613c6b9b23d3720b4f8878e1210d,92320,canoas,RS,129.0,-29.927407825667792,-51.191704757208896,high
9266,c4b63ef535fcc0e592da817948dacd97,13560,sao carlos,SP,289.9,-22.01139055955482,-47.886487092764376,high
15468,63cc1f88e0368077eaf0800d24e5adc8,90620,porto alegre,RS,200.0,-30.04841850983909,-51.20840841355522,high
21619,74bb35834cc90f8b98adc9da1c4c8556,15600,fernandopolis,SP,167.99,-20.28599742780295,-50.26063395418952,high
5129,d20381d4f0606d4b381e971904ec455e,36512,tocantins,MG,399.9,-21.168374314444115,-43.03118284255877,high
22995,e86221240f0e2940bef3bbea8b9217bb,44700,jacobina,BA,159.77,-11.1853901569017,-40.52296210476496,high
20256,ec7ff0c5e0b5495ed3c49c6bfd6d9ca1,38184,araxa,MG,174.9,-19.60662568649961,-46.943755496310565,high
31436,a5325bc7a79f0f2633f961528afb93de,4067,sao paulo,SP,129.0,-23.61359111157595,-46.65310241909515,high
20055,c57b025ab4c33159f77bd0f10129c3b5,6408,barueri,SP,176.0,-23.49659238050181,-46.88637607486702,high
13311,dfdcc1f8c27500c34a9fc70695b1b1e4,2616,sao paulo,SP,226.99,-23.466439467107183,-46.655328676669086,high
29452,4a295ab76c9031a2e9bec87d89268c27,35668,conceicao do para,MG,134.99,-19.7534115,-44.89628400000001,high
17554,9863c758a10c8d938f054fb48c464738,14024,ribeirao preto,SP,189.99,-21.210927569248085,-47.81172770260835,high
10771,2e1a55fa833a257c512e42ed04bda44d,57036,maceio,AL,259.9,-9.649837477927226,-35.70745033236193,high
3519,c374dc8c48a3edc15dc8bcd4aaeb67be,62850,cascavel,CE,529.0,-4.123006726243445,-38.24515186603778,high
10592,ef7ccf8e6acbf1ac71af305967e708c3,31330,belo horizonte,MG,260.9,-19.87964344047544,-44.003708868313176,high
3037,09283a79c9be27b45a955c851962cbe3,15800,catanduva,SP,579.9,-21.1419615015292,-48.97287469954993,high
17475,39518dab7aa8a79da80322d53bf504d4,4005,sao paulo,SP,190.0,-23.57847686343709,-46.65280483694955,high
24793,7537c6205416dc20a4391944d95d7c9e,11680,ubatuba,SP,149.97,-23.43162669109582,-45.07722870122336,high
12318,35378639ad1d764ff4d3bdd0a01b5b38,7791,cajamar,SP,239.0,-23.410894778076816,-46.86669107437556,high
23116,21c471e47c2bcaaa328a8b6b5f2faabd,26021,nova iguacu,RJ,159.0,-22.732597813596737,-43.44419625297814,high
10630,c1fd4d9086a58539c2e2d108e8db34e4,29725,marilandia,ES,260.0,-19.414377411904017,-40.54378716779125,high
16922,e0468285c330baa856e1ce75f8c55a37,7500,santa isabel,SP,196.8,-23.313367272379296,-46.23184349266853,high
27485,d142d5b5a31b037cdcf3229e94c1d0ce,9230,santo andre,SP,140.0,-23.61571809769749,-46.53118432278263,high
7233,f4d1502ace38b0df6f052a5544add9f4,25510,sao joao de meriti,RJ,330.88,-22.78807396716683,-43.37857000057292,high
6971,0af856b84f956b11317832a27b18ff4b,78134,varzea grande,MT,340.0,-15.62500227976228,-56.097371503750914,high
24133,56e80e4b4a777631c5399e3fd0d6ee85,21321,rio de janeiro,RJ,152.0,-22.88688293782105,-43.365750051474464,high
10073,7d96d0e3e9160720b6538a101955ad26,37750,machado,MG,271.0,-21.680839261430663,-45.923257870066,high
8425,437ca9feaa724197fb6f66a2b9060bed,4543,sao paulo,SP,299.99,-23.59120154177962,-46.68781889731084,high
5067,95d1bde8cd74ef80c3680d189531d1f9,26255,nova iguacu,RJ,399.98,-22.761992463604912,-43.45087260605272,high
28518,e51bed9f47ee5bd3e0d1c0e4c5b4ba40,20251,rio de janeiro,RJ,139.0,-22.923409610046747,-43.20650332223439,high
550,5d1fde9eb27149c695624f8bb84cf6f7,76821,porto velho,RO,1319.9,-8.739220912299425,-63.87401052637239,high
8188,782240eda3fd275df1e87543e5312d06,13202,jundiai,SP,308.0,-23.207180112486483,-46.87693047864591,high
16571,5c867d6e747bb99b08f7c361d2d8ec7c,18279,tatui,SP,199.0,-23.313782623850443,-47.8240690156379,high
7890,ddb8ffdbf7d9b0f26895b6c0712ead4e,24230,niteroi,RJ,319.0,-22.911270381614717,-43.10515133611283,high
14570,167e91a3ff733bf37d2aa4faad2e11c2,36212,barroso,MG,212.70000000000002,-21.189776579896712,-43.97438376637962,high
27155,ad942be1afa65987c90f484b629b46a2,13424,piracicaba,SP,143.54,-22.75010052735289,-47.6459038030758,high
17567,7677f9cc63a115549811ab121f34801e,8717,mogi das cruzes,SP,189.99,-23.535324166918866,-46.1906669977593,high
6980,60e85408e5e18a09659765df4fad85a1,4140,sao paulo,SP,339.99,-23.60590732760994,-46.62908109623806,high
11159,7d53407a511f2a7476541a688c962833,4194,sao paulo,SP,252.0,-23.65447316625308,-46.61013118013155,high
29818,be08f83faebeeefebe0df44a3c2684ee,85505,pato branco,PR,132.9,-26.23324352784424,-52.651170817242686,high
23010,134ff91099b04971aea10c602dc40e8c,30180,belo horizonte,MG,159.77,-19.926141851520523,-43.93684827200066,high
1049,86f44dc0c704ff00e833ebe179b9641f,13416,piracicaba,SP,989.0,-22.715110444918835,-47.645625352213,high
14959,8f7dec10f3c29bab1cf14fce2bcc730b,66093,belem,PA,209.0,-1.4381200036353377,-48.46516609521599,high
31563,ff4eb040f4a33261046b74b9a1d4ab65,7081,guarulhos,SP,129.0,-23.444360601996667,-46.551058040798665,high
30187,7d3641e1a17c8331e758e3cf3eea199d,69307,boa vista,RR,129.99,2.8599291953648303,-60.66381222549073,high
1918,cc6197eed38f9568999014e872eb432e,12220,sao jose dos campos,SP,730.0,-23.17818323342369,-45.85784163765943,high
28361,5006b8b9d213d9e9bdba308daff79b83,79010,campo grande,MS,139.8,-20.44248184488408,-54.60767470967748,high
18830,8aa59fdd819f9e9f78346a4a7b9f98f6,13015,campinas,SP,179.99,-22.90124134639356,-47.05512845102415,high
6157,9532739f71e34aebe8bb016543c78d86,14940,ibitinga,SP,365.8,-21.7664768468313,-48.83154737836604,high
10845,6a1829a8f4b92d3b96896ef58e522b12,4055,sao paulo,SP,259.7,-23.617107882165563,-46.64166179368504,high
5978,e6f007caabe8b4889085f3f8eb33eedb,7124,guarulhos,SP,370.47,-23.42468549125742,-46.53172199125743,high
10841,c9e802f30df97e927f31d26432ece0cc,13807,mogi mirim,SP,259.77,-22.402763103111283,-46.94468978960629,high
8250,3a4bb6937b0819e7747cdd7898af4b85,65800,balsas,MA,303.99,-7.511492507642972,-46.04703653821487,high
10383,b7dc86cb0c8d45f1fd249e78ce69df09,13820,jaguariuna,SP,269.0,-22.689712550377955,-46.98249303136359,high
6154,5be503e38e533742b939bdcb421ef385,6814,embu das artes,SP,365.99,-23.6572766081135,-46.80590562447345,high
31725,a2013ce272f9f3823e3eb71857c55f61,26183,belford roxo,RJ,128.9,-22.72378363153526,-43.33936505617715,high
14925,ee9075a8920482033d6003b4fcd420d3,79073,campo grande,MS,209.70000000000002,-20.550048510407382,-54.61388889167035,high
22136,c421b506ac2b258ef57d2a5c216780a2,28030,campos dos goytacazes,RJ,162.9,-21.759390492804982,-41.33723391477138,high
6314,a5e706a547ea42fde80e3cff5316c84b,6950,juquitiba,SP,359.8,-23.931406546387684,-47.07199584429756,high
31305,f89b831965cd3743eedcd485cf699925,35350,raul soares,MG,129.0,-20.09954563846855,-42.449282552721314,high
16609,b8c37ee810b38c416022e1c9f51e740c,32140,contagem,MG,199.0,-19.893454436332657,-44.03400171616229,high
21886,21d04d03937a63dee9384853d1b3dcd8,26193,belford roxo,RJ,165.2,-22.74597850096829,-43.33659628534519,high
12079,af13324b5f4c0a838fe662c52a44b959,26022,nova iguacu,RJ,239.99,-22.72251068402032,-43.44230284110904,high
7612,76b101afb403899789408bdc8c2ca8c5,36884,muriae,MG,325.0,-21.12842778573488,-42.37999506994058,high
31748,93544519e54be2943b51d251d93162a9,32115,contagem,MG,128.89,-19.893504399076264,-44.02745838166273,high
28976,2cd2f63f783343de79fd5a430c8b6d43,18603,botucatu,SP,137.99,-22.88432509788077,-48.45934051463188,high
28951,4481642247fb4faa6bc530bd69c06b74,24721,sao goncalo,RJ,138.0,-22.802034368356964,-42.98191639777684,high
25040,4605f3ff1f7465c4e555b2429d8efafb,88380,balneario picarras,SC,149.9,-26.72459340297438,-48.68317628625917,high
28563,ff9a8f06a79108c039694913b23e4393,9710,sao bernardo do campo,SP,139.0,-23.70899726008409,-46.54812620982171,high
28888,19bcb079f3a5b7f1a5800661905368d9,1244,sao paulo,SP,138.0,-23.54499336358131,-46.65968022344037,high
28533,0df7cb24e2043aed322e088e15b45275,28998,saquarema,RJ,139.0,-22.86433555071221,-42.59717504202692,high
11986,7d5c4bcaf5e9ce14f2ac132ed39b1bb2,5890,sao paulo,SP,241.1,-23.66734335045476,-46.78750322877922,high
1624,e42e5cffaa896ecca5e413413783552a,58416,campina grande,PB,799.0,-7.229945965664336,-35.89500338951925,high
23588,32c4fcfaac74834ad27dbd738d0038c9,35182,timoteo,MG,157.0,-19.57988226206472,-42.64592409589202,high
15515,74a4f9d76fbe2a84d70da33ce66e2e18,23893,seropedica,RJ,200.0,-22.72750756774333,-43.64146201035896,high
25289,e9389a5427ea611439a86fb139ddd49e,20770,rio de janeiro,RJ,149.9,-22.89844010101571,-43.28117498222639,high
11096,3acf448d2e4314d2dc51be31606767d6,36800,carangola,MG,254.0,-20.73445258960086,-42.03154458299644,high
25030,9a127b1ea5cdf03171fe5bccfd3db28e,78048,cuiaba,MT,149.9,-15.576436208832234,-56.08583213465215,high
21233,dffccc6ae2fa7d0c8904b6a31b221a61,12400,pindamonhangaba,SP,169.8,-22.926778771561526,-45.46281253438472,high
16873,58288306e7fc1fbe015d492f3b292385,12220,sao jose dos campos,SP,197.0,-23.17818323342369,-45.85784163765943,high
7783,a1d5e43cb94338161cf729569621a759,28625,nova friburgo,RJ,319.99,-22.28232053421837,-42.53983553421836,high
4423,a3d3623746bf0de553ad994a4e7d717a,74093,goiania,GO,449.0,-16.697333999999945,-49.25488849999997,high
16659,34934e77f99973267ba7e7f1ee3654a0,5612,sao paulo,SP,199.0,-23.59296483014024,-46.708553808759945,high
8,5d0a2980b292d049061542014e8960bf,74210,goiania,GO,4599.9,-16.693725048085238,-49.277800778857326,high
26284,daa568f5999003d872a237be0434b499,18610,botucatu,SP,148.0,-22.85427884984708,-48.44620612975359,high
4325,f5bed7cb6bc615441e6ff7cbec4cced2,12910,braganca paulista,SP,451.0,-22.94463697446477,-46.5300500553696,high
30562,728a151b4593fb7ae0787158df28752a,2462,sao paulo,SP,129.98,-23.49570711330229,-46.63895326320458,high
1073,2fe074ea3cc24b8fd57d29effc995f8b,1409,sao paulo,SP,979.89,-23.5613664276935,-46.657593869005645,high
26171,5538f4cb054b71b5525a019a47019aa0,28735,quissama,RJ,148.5,-22.10518695179813,-41.45979324090135,high
1033,1d42fa98222a04f976b518089b300274,18201,itapetininga,SP,990.0,-23.589215823296843,-48.03714785327651,high
9970,571a7cd567b546ab8cb4096afe2154e0,33400,lagoa santa,MG,275.49,-19.5921849600698,-43.90098205233704,high
25580,feb92cba9f50befe809ad08fe01ef1a9,30170,belo horizonte,MG,149.8,-19.92449229586244,-43.947039608806,high
12406,647afdb8a120547075e55a9dfeba6bcf,8451,sao paulo,SP,238.0,-23.542061405505155,-46.39838470191586,high
11031,2642f11f7c5588a63213b5e67e8ad0a7,19905,ourinhos,SP,255.19,-22.99964280916834,-49.88283604584176,high
2712,f81dab4af5a125ab52c4e530ee748493,13456,santa barbara d'oeste,SP,599.9,-22.75967282783305,-47.364736674563375,high
5905,7c42172b267876f1aa6c6271b851dbeb,72302,brasilia,DF,377.0,-15.871278076548398,-48.07531960546575,high
14456,6fe64f1493137591beb91d4f7f53994d,45400,valenca,BA,215.0,-13.37094734588704,-39.07229361087708,high
23979,c200738bdf77c733d12c17c44f6df7a6,22420,rio de janeiro,RJ,153.8,-22.984848450458767,-43.20073414542106,high
14646,dd73b2c2de46a16bea5535cfba5a0c36,88220,itapema,SC,210.0,-27.13197710454484,-48.599233840908056,high
22468,3117074e68938a67f2039328776fd33c,2228,sao paulo,SP,159.99,-23.480055932281125,-46.569816911189314,high
20825,5df965623d1660997481fff0d480e70b,2223,sao paulo,SP,169.97,-23.47872104025041,-46.58108916028048,high
4339,c613d08c38745b67cc5aff94e3fc04b2,67130,ananindeua,PA,450.0,-1.3656635515649305,-48.41030794253792,high
30558,b70d126df03b594cb148da07860d1534,39403,montes claros,MG,129.99,-16.74508472799934,-43.88799563794789,high
13599,e6a8938950a402905ab19025a26718c2,11055,santos,SP,220.64,-23.96682586733222,-46.32897174522469,high
25091,9a99455e6bb6d535872c01ebd9d4fa0b,13067,campinas,SP,149.9,-22.854651104564187,-47.160697766786136,high
26372,8e5e82c50ec7111e1ea9757732b549e8,71725,brasilia,DF,147.5,-15.850759033259534,-47.95077491530392,high
14824,f5cbf249b2dd5e417a0e5daf035e6faa,23047,rio de janeiro,RJ,209.96999999999997,-22.92744345406544,-43.5653325992267,high
21431,1df9c9fc3c60538a1a611b6ed81bc930,12995,pinhalzinho,SP,169.0,-22.78314454789037,-46.58949540991712,high
4903,0df55f5accedda71bda8f4c7f590951f,14270,santa rosa de viterbo,SP,414.8,-21.492062747451047,-47.38142757064218,high
18807,a45e2076d2d8420548f247d9b22d3106,52081,recife,PE,179.99,-8.005933579715046,-34.91587959713809,high
13004,6df09d94fdc9778210ca001e53325cff,93334,novo hamburgo,RS,229.9,-29.699426612548717,-51.14372106653372,high
4471,5053321e149637b00e40aa4be14fd6a4,6715,cotia,SP,445.0,-23.60931570674486,-46.8753062213065,high
18140,e73ccd01efa72e05476abdfa25f36208,81490,curitiba,PR,187.99,-25.58719360032323,-49.32331092576026,high
14396,74d4c0cfaf825cd15b80dd167bdfa9b4,20950,rio de janeiro,RJ,215.56,-22.903440789341573,-43.25796388245143,high
32354,ac788b5db69082746eb204f6edd349a0,94510,viamao,RS,125.0,-30.06286829641035,-51.08511797543464,high
3818,e6b7b590f9ed67d6a70419374e449878,74535,goiania,GO,499.9,-16.677839999999946,-49.283413999999965,high
20556,3676d45c02c2f74ac2fb7b0eb74cd628,13212,jundiai,SP,170.0,-23.151712385018914,-46.97128780668247,high
21563,cc0472ed54d7ef34d66a4cad6bf2e666,81935,curitiba,PR,168.8,-25.59196672634119,-49.26675746465166,high
26792,66afa2376b0e4599e420694f53eae80a,28970,araruama,RJ,144.99,-22.871874606599256,-42.26921988909431,high
15360,831d3bb8c57b889a07aa4628a1a7e772,13212,jundiai,SP,203.0,-23.151712385018914,-46.97128780668247,high
11750,bc867ebfaaeb874d54cbf1da33fd4a1b,3575,sao paulo,SP,248.99,-23.5573347732414,-46.50579561587512,high
21429,80d3d756a43ce080fba1c42f17f20430,9070,santo andre,SP,169.0,-23.653211574239744,-46.55446338438468,high
1857,d0f6a442ee95ea8674c2d8ba325f41c0,92500,guaiba,RS,749.0,-30.11082611949453,-51.36376683789562,high
2710,e39bb16f1f3471cf79798676265d1247,17017,bauru,SP,599.9,-22.353379879537247,-49.05238433917126,high
11784,894382535eef1ce243ec19088626be0e,20560,rio de janeiro,RJ,248.21,-22.918809812943557,-43.26535370468581,high
18867,fcf98931e0dd48d1b3187d21dc05e7e0,90560,porto alegre,RS,179.99,-30.01769047489746,-51.19121208090485,high
17945,e15f454eddd940c51be37a92d58394d1,97050,santa maria,RS,189.0,-29.691002326389324,-53.80623715543304,high
5331,7038d2e4cfd7555e105bdfdd27e313f0,71909,brasilia,DF,396.18,-15.8347492682803,-48.01934705398348,high
1726,194ec39b076fb2178ae682457b073c36,34004,nova lima,MG,779.0,-19.994602561506863,-43.8883942701527,high
21526,4b5261a871201b26c11fca20ba437740,15750,santa albertina,SP,168.9,-20.037160821365887,-50.72697402209828,high
19256,7a0f2eaff476686b9422b91874e1aef2,38500,monte carmelo,MG,179.9,-18.723031653585743,-47.48924270150391,high
16830,b542300c45b783ce4a5ad184357745f4,4805,sao paulo,SP,197.9,-23.71535119900167,-46.70368050721337,high
8852,e308ebcaa4a772d62021970d05532860,97015,santa maria,RS,299.0,-29.689198816146927,-53.8064289212743,high
16229,57c95688d616e48cdbb0136608cdfc42,27323,barra mansa,RJ,199.0,-22.537845000000004,-44.17191674999998,high
25219,ac83908440fdfe664f78758f035e5cf7,25953,teresopolis,RJ,149.9,-22.41089955323377,-42.96754519462695,high
2235,5a49489ef92cdd53d89ead5476bd3f65,99025,passo fundo,RS,679.0,-28.26109770117858,-52.40767078126318,high
8531,f152835caa3afccfeec72a657103d078,64002,teresina,PI,299.9,-5.077309047100612,-42.811760520500144,high
10830,a2992a92752d8ee1a8e2117636bdd699,9910,diadema,SP,259.8,-23.686744432136894,-46.62957957175823,high
12119,5da6bdca6491eb75bf2aa46ab41f4ff5,13504,rio claro,SP,239.99,-22.38438072912452,-47.586364840844695,high
17105,ae6ebd1ea96fc64aaa3e0b502b92bf9c,8150,sao paulo,SP,194.99,-23.525377438801996,-46.40950968151651,high
9568,f929a1640952b779ae2a05be715eff74,65049,sao luis,MA,280.0,-2.537506005828377,-44.24191622231518,high
19603,ff85a253905887f4e7bb9123cf1ef4f8,20220,rio de janeiro,RJ,179.0,-22.90545140437997,-43.20561545490215,high
28492,7584962979e195df3d4307dca5cf995c,91060,porto alegre,RS,139.0,-30.00074595920133,-51.14685155649479,high
18873,a14a2046b4b6df4f2f09fb17470d3bd7,89027,blumenau,SC,179.99,-26.98596047100232,-49.08572167055226,high
28079,46d71c7de8c88604b1beafa0e1692b98,24220,niteroi,RJ,139.9,-22.90581654870452,-43.106988856771984,high
14733,0dbc9ca0fb07d71b7414129833887901,90450,porto alegre,RS,209.99,-30.02772762392521,-51.1870826147786,high
21524,8a0fa67d05683533205eeecef46863c2,64280,campo maior,PI,168.9,-4.827952238567884,-42.1610348778886,high
29272,b09098ffd861d87847889ffe667de6f3,53040,olinda,PE,135.0,-7.969116421863163,-34.83315765208818,high
14664,32b3af6c5548b794f1924e7dc83f9e00,85760,capanema,PR,210.0,-25.661649998264167,-53.80592314919518,high
6386,83fc2df1501615dc77698806d961fa52,79022,campo grande,MS,358.8,-20.44433912519462,-54.589738510820034,high
17332,4e028cda495e1923851032da7ce43a4b,13835,conchal,SP,191.7,-22.338621,-47.17603125,high
4403,acf44dfee8ef086ef411e130c9b7e23d,7071,guarulhos,SP,449.70000000000005,-23.45576545628714,-46.569519172773965,high
18859,8c0245f408d267e0be06613a32741cc6,8771,mogi das cruzes,SP,179.99,-23.50854636251683,-46.210603960401286,high
19338,030b3bb8818a752ca223944036bad5d7,35910,santa maria de itabira,MG,179.8,-19.420346999999943,-43.08283249999997,high
13432,21ee1b03107428068f2e344c03276b4e,89300,mafra,SC,225.0,-26.11990678126073,-49.803153488260165,high
9783,d6ddbcc1eb62b8d9741f2b9b1df37be3,58428,campina grande,PB,279.64,-7.216436682209008,-35.898859482514865,high
19556,a865635310622e60dd303e4128fc09c8,48110,catu,BA,179.0,-12.35400013354152,-38.380318336228605,high
16457,6a5ecf25eae9db640b117f6a67c67790,39207,andrequice,MG,199.0,-18.25622999999996,-45.06661999999994,high
22519,1883d220d8af1fa8f40da75a2a99fc0f,88440,imbuia,SC,159.98,-27.4922178124458,-49.41980753518701,high
22649,771342358e6e01ca26ba76471beef529,90420,porto alegre,RS,159.9,-30.03173353621104,-51.20999096863639,high
15377,26c2f94aeb82cca504dec476f8e8ff70,89460,canoinhas,SC,202.0,-26.16862248406491,-50.392861528512256,high
15511,474ca13daf52d941cc06e5a601d86f66,12316,jacarei,SP,200.0,-23.32161989064574,-45.93696011365342,high
19785,ac4a99ce4bbad4091cca1eb1aafc6d44,87035,maringa,PR,178.99,-23.386583094415077,-51.905343129948655,high
10960,9340969888ebd51eb9177f0ce98903d3,11045,santos,SP,258.0,-23.96112504302036,-46.32316061267247,high
19368,7bf1c2498a0443a66167a89668326f7c,78540,claudia,MT,179.8,-11.504941675120063,-54.8819308043262,high
10877,236f1336a16f73113828df1b645db6b5,6162,osasco,SP,259.0,-23.55775014393556,-46.80815711799397,high
1964,b8072b42fb921e62f3f9a791db68b2ba,17016,bauru,SP,720.22,-22.339989670003984,-49.0681097004153,high
24532,364f7b4c100b3b8793389cbf6a72ea58,5756,sao paulo,SP,150.0,-23.622378899038896,-46.756199559667984,high
